time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-30T07:01:26.151Z,-0.1513,124.2411,65.61,4.6,mb,53,42,1.715,0.58,us,us6000i6qx,2022-07-30T07:20:30.040Z,"151 km ESE of Gorontalo, Indonesia",earthquake,5.3,8.1,0.087,39,reviewed,us,us
2022-07-30T06:05:27.534Z,44.0526,149.2551,10,4.8,mb,80,174,4.8,0.48,us,us6000i6qp,2022-07-30T06:25:38.040Z,"170 km SE of Kuril’sk, Russia",earthquake,11.5,1.9,0.062,79,reviewed,us,us
2022-07-30T05:49:40.879Z,-6.2058,128.6039,328.28,4.5,mb,52,75,3.204,0.87,us,us6000i6qm,2022-07-30T06:06:02.040Z,"281 km S of Ambon, Indonesia",earthquake,9.3,7.5,0.079,46,reviewed,us,us
2022-07-30T04:34:28.116Z,17.5306,120.7152,10,4.5,mb,41,123,5.271,0.68,us,us6000i6q8,2022-07-30T05:58:47.955Z,"11 km NNW of Bantay, Philippines",earthquake,7.7,1.8,0.071,58,reviewed,us,us
2022-07-30T00:06:22.567Z,51.1589,160.8833,10,4.9,mb,67,133,2.768,0.64,us,us6000i9f2,2022-08-12T03:32:17.040Z,"260 km SE of Vilyuchinsk, Russia",earthquake,10.93,1.868,0.086,42,reviewed,us,us
2022-07-30T00:05:25.955Z,51.1664,160.9357,10,4.9,mb,123,102,2.334,0.61,us,us6000i6pj,2022-08-13T02:36:26.040Z,"262 km SE of Vilyuchinsk, Russia",earthquake,7.75,1.826,0.027,417,reviewed,us,us
2022-07-29T23:05:43.212Z,51.1891,160.9594,7,5.6,mww,154,33,2.324,0.62,us,us6000i6pa,2022-08-01T16:52:12.040Z,"261 km SE of Vilyuchinsk, Russia",earthquake,7.6,1.8,0.052,35,reviewed,us,us
2022-07-29T22:40:59.955Z,-28.2394,179.1331,532.015,5.1,mb,444,36,2.781,0.56,us,us6000i6p3,2022-08-08T22:33:17.040Z,"Kermadec Islands region",earthquake,11.22,5.443,0.027,433,reviewed,us,us
2022-07-29T21:17:24.600Z,32.7657,142.0354,10,4.8,mww,47,131,3.734,0.94,us,us6000i6n6,2022-08-08T20:52:00.040Z,"Izu Islands, Japan region",earthquake,10.44,1.887,0.08,15,reviewed,us,us
2022-07-29T20:42:27.523Z,32.5617,142.4138,10,4.7,mb,60,102,2.257,0.87,us,us6000i6mu,2022-07-29T21:13:59.040Z,"Izu Islands, Japan region",earthquake,10.2,1.6,0.046,147,reviewed,us,us
2022-07-29T20:26:28.944Z,-2.4113,122.6774,10,4.5,mb,34,57,3.899,0.96,us,us6000i6n0,2022-07-30T14:54:34.040Z,"161 km S of Luwuk, Indonesia",earthquake,6.6,1.9,0.115,22,reviewed,us,us
2022-07-29T19:49:33.930Z,32.55,142.3286,10,5.2,mww,125,94,2.19,0.75,us,us6000i6md,2022-07-29T20:26:35.040Z,"Izu Islands, Japan region",earthquake,9,1.8,0.057,30,reviewed,us,us
2022-07-29T18:16:33.495Z,32.5143,142.4954,10,4.6,mb,74,124,2.336,0.83,us,us6000i6lj,2022-07-29T19:48:31.040Z,"Izu Islands, Japan region",earthquake,9.3,1.9,0.06,82,reviewed,us,us
2022-07-29T18:00:57.086Z,32.464,142.304,11.44,5.3,mww,120,89,2.195,0.69,us,us6000i6l8,2022-07-29T18:41:40.040Z,"Izu Islands, Japan region",earthquake,9,3.4,0.047,44,reviewed,us,us
2022-07-29T16:39:16.573Z,44.1426,149.2001,10,5.1,mww,98,110,4.756,0.98,us,us6000i6k0,2022-08-06T17:19:24.040Z,"159 km SE of Kuril’sk, Russia",earthquake,9.7,1.8,0.098,10,reviewed,us,us
2022-07-29T16:31:19.609Z,-2.4172,122.7074,40.82,4.9,mb,36,50,3.998,1.14,us,us6000i6jy,2022-07-29T16:50:23.040Z,"162 km S of Luwuk, Indonesia",earthquake,8,6.8,0.108,31,reviewed,us,us
2022-07-29T15:05:12.908Z,46.1698,143.5712,336.71,4.6,mb,71,128,0.967,0.84,us,us6000i6ic,2022-07-29T16:04:41.040Z,"79 km SE of Korsakov, Russia",earthquake,9.2,6,0.028,375,reviewed,us,us
2022-07-29T14:41:23.102Z,27.7925,143.0259,10,5,mb,153,126,1.02,0.46,us,us6000i6i4,2022-08-12T08:34:42.040Z,"Bonin Islands, Japan region",earthquake,7.92,1.876,0.034,284,reviewed,us,us
2022-07-29T13:38:53.092Z,17.6631,120.621,10,4.7,mb,68,119,5.146,0.58,us,us6000i6ht,2022-08-12T08:08:01.040Z,"5 km N of Calaba, Philippines",earthquake,9.96,1.887,0.059,87,reviewed,us,us
2022-07-29T13:20:05.052Z,0.3985,126.4193,43.552,4.6,mb,35,94,1.017,0.7,us,us6000i943,2022-08-12T06:14:18.040Z,"115 km WSW of Ternate, Indonesia",earthquake,4.19,8.019,0.125,21,reviewed,us,us
2022-07-29T13:01:12.614Z,50.3804,90.6346,7,5.5,mww,134,31,5.057,0.44,us,us6000i6g9,2022-08-12T07:37:45.524Z,"14 km E of Mugur-Aksy, Russia",earthquake,7.41,1.834,0.063,24,reviewed,us,us
2022-07-29T10:56:19.193Z,-59.4647,-26.2175,10,4.9,mb,34,89,15.436,0.66,us,us6000i6fq,2022-07-29T13:21:40.040Z,"South Sandwich Islands region",earthquake,9.9,1.9,0.075,56,reviewed,us,us
2022-07-29T10:17:23.356Z,21.0592,99.8902,10,4.7,mb,62,69,0.359,0.34,us,us6000i6fm,2022-07-29T10:44:50.040Z,"63 km S of Kēng Tung, Myanmar",earthquake,4.1,1.9,0.061,83,reviewed,us,us
2022-07-29T09:58:47.191Z,20.9058,99.8449,10,4.8,mb,44,107,0.446,0.92,us,us6000i6fi,2022-07-29T10:26:31.040Z,"50 km N of Tachilek, Myanmar",earthquake,7.3,1.9,0.06,86,reviewed,us,us
2022-07-29T07:59:22.191Z,17.8777,120.5835,54.293,4.5,mb,51,112,4.937,0.45,us,us6000i6fa,2022-08-11T05:54:41.040Z,"10 km SE of Pinili, Philippines",earthquake,11.28,9.602,0.093,34,reviewed,us,us
2022-07-29T05:29:53.604Z,-8.2716,68.17,10,4.7,mb,62,67,4.328,0.78,us,us6000i6e1,2022-08-11T05:40:47.040Z,"Chagos Archipelago region",earthquake,8.89,1.852,0.077,51,reviewed,us,us
2022-07-29T03:37:31.774Z,-20.8158,168.4659,10,4.5,mb,15,179,2.024,1.23,us,us6000i93v,2022-08-10T02:22:26.040Z,"101 km NE of Tadine, New Caledonia",earthquake,7.14,1.834,0.221,7,reviewed,us,us
2022-07-29T02:01:41.166Z,-27.0168,-176.6246,52.966,4.9,mb,26,156,2.512,0.69,us,us6000i93l,2022-08-10T02:02:25.040Z,"Kermadec Islands region",earthquake,15.92,7.05,0.14,18,reviewed,us,us
2022-07-29T01:05:40.937Z,10.2473,-85.9548,35,4.5,mb,44,206,0.568,0.92,us,us6000i6cv,2022-07-29T02:30:36.235Z,"40 km W of Santa Cruz, Costa Rica",earthquake,8.2,2,0.056,94,reviewed,us,us
2022-07-29T00:07:33.013Z,-10.2379,-74.9984,14.304,4.6,mb,59,86,2.51,1.02,us,us6000i6ck,2022-08-08T21:35:01.040Z,"57 km NE of Oxapampa, Peru",earthquake,6.27,2.879,0.06,84,reviewed,us,us
2022-07-29T00:07:17.792Z,32.5156,142.5848,10,4.6,mb,65,136,2.409,0.73,us,us6000i6cn,2022-08-08T21:28:02.144Z,"Izu Islands, Japan region",earthquake,8.49,1.884,0.074,54,reviewed,us,us
2022-07-28T23:43:18.013Z,-26.9629,-176.0981,10,4.6,mb,16,123,2.799,0.55,us,us6000i8gs,2022-08-06T04:30:38.040Z,"south of the Fiji Islands",earthquake,10.36,1.897,0.193,8,reviewed,us,us
2022-07-28T23:27:03.206Z,32.39,142.7711,10,4.7,mb,65,133,2.595,0.76,us,us6000i6c2,2022-08-06T04:42:14.040Z,"Izu Islands, Japan region",earthquake,9.77,1.88,0.07,61,reviewed,us,us
2022-07-28T23:22:16.360Z,-20.5168,169.0267,33.694,4.5,mb,19,86,2.552,0.44,us,us6000i8gr,2022-08-06T04:29:15.040Z,"111 km SSW of Isangel, Vanuatu",earthquake,8.83,4.811,0.18,9,reviewed,us,us
2022-07-28T22:07:12.138Z,-20.3851,168.8293,10,4.8,mb,54,54,2.564,0.56,us,us6000i8gm,2022-08-06T03:06:04.040Z,"104 km SSW of Isangel, Vanuatu",earthquake,7.62,1.815,0.09,38,reviewed,us,us
2022-07-28T19:52:27.254Z,32.4751,142.4278,10,5.4,mww,134,30,2.292,0.63,us,us6000i69v,2022-08-10T16:39:23.510Z,"Izu Islands, Japan region",earthquake,8.29,1.803,0.042,54,reviewed,us,us
2022-07-28T19:34:42.727Z,-16.8049,-72.3771,71.663,4.6,mb,41,142,2.489,0.99,us,us6000i69t,2022-08-10T16:13:00.557Z,"11 km SSE of Quilca, Peru",earthquake,10.56,8.924,0.116,22,reviewed,us,us
2022-07-28T19:28:16.435Z,-6.8945,129.2948,160.644,4.5,mb,15,111,2.262,0.89,us,us6000i8gj,2022-08-10T16:00:34.040Z,"Banda Sea",earthquake,9.55,16.357,0.242,7,reviewed,us,us
2022-07-28T19:26:46.105Z,23.3819,82.5056,9.957,4.7,mb,66,92,5.062,0.69,us,us6000i69p,2022-08-10T15:36:44.813Z,"14 km NNW of Baikunthpur, India",earthquake,9.74,4.111,0.056,111,reviewed,us,us
2022-07-28T18:55:18.355Z,-5.9234,148.5781,79.319,4.5,mb,46,58,3.965,0.94,us,us6000i69b,2022-08-10T15:32:56.040Z,"107 km NE of Finschhafen, Papua New Guinea",earthquake,9.99,6.315,0.104,33,reviewed,us,us
2022-07-28T18:28:22.342Z,-7.0413,146.7606,11.398,5.8,mww,123,18,6.077,0.84,us,us6000i693,2022-08-15T01:47:52.511Z,"22 km NE of Bulolo, Papua New Guinea",earthquake,7.05,2.795,0.069,20,reviewed,us,us
2022-07-28T17:56:44.427Z,-57.5627,-25.4816,55.834,4.5,mb,19,65,7.002,1.07,us,us6000i8gi,2022-08-10T14:57:44.040Z,"South Sandwich Islands region",earthquake,10.12,6.989,0.181,9,reviewed,us,us
2022-07-28T17:08:35.313Z,12.0144,143.5379,29.891,4.5,mb,25,89,2.033,0.76,us,us6000i8gh,2022-08-10T13:52:28.040Z,"185 km SW of Merizo Village, Guam",earthquake,11.21,5.282,0.156,12,reviewed,us,us
2022-07-28T09:23:16.405Z,12.4114,-87.6919,57.99,5.2,mww,115,117,0.713,1.07,us,us6000i64e,2022-07-28T19:43:49.636Z,"45 km SW of Jiquilillo, Nicaragua",earthquake,5.7,5.1,0.048,41,reviewed,us,us
2022-07-28T09:12:16.185Z,14.8178,57.9268,10,4.5,mb,29,183,10.204,0.42,us,us6000i64d,2022-07-28T09:28:16.040Z,"Owen Fracture Zone region",earthquake,9.9,1.9,0.116,22,reviewed,us,us
2022-07-28T07:27:51.827Z,17.1756,120.8599,10,4.5,mb,46,108,5.617,0.59,us,us6000i641,2022-07-28T08:16:30.040Z,"8 km N of Besao, Philippines",earthquake,10.1,1.9,0.101,31,reviewed,us,us
2022-07-28T07:13:54.175Z,-14.7831,-5.1153,10,4.9,mb,51,84,1.318,0.74,us,us6000i640,2022-07-28T07:38:59.040Z,"143 km NNE of Jamestown, Saint Helena",earthquake,9.5,1.9,0.079,50,reviewed,us,us
2022-07-28T04:15:05.140Z,-21.9342,-70.3404,54,6.1,mww,111,33,0.556,1,us,us6000i636,2022-07-29T16:21:02.772Z,"22 km NW of Tocopilla, Chile",earthquake,6,1.9,0.036,73,reviewed,us,us
2022-07-28T01:41:45.526Z,-22.2006,-179.3943,602.553,4.8,mb,98,60,5.041,0.67,us,us6000i62g,2022-08-15T05:28:27.040Z,"south of the Fiji Islands",earthquake,5.22,5.372,0.03,359,reviewed,us,us
2022-07-28T01:14:26.189Z,-0.0178,125.6688,49.127,4.7,mb,21,120,1.87,0.85,us,us6000i8fz,2022-08-15T05:18:32.040Z,"168 km SSE of Tondano, Indonesia",earthquake,5.88,9.442,0.158,12,reviewed,us,us
2022-07-28T01:07:28.102Z,-23.4678,-174.5233,10,4.7,mb,51,93,6.525,0.75,us,us6000i62f,2022-08-15T04:46:27.040Z,"240 km S of ‘Ohonua, Tonga",earthquake,8.82,1.786,0.099,31,reviewed,us,us
2022-07-28T00:16:15.489Z,22.9456,121.4223,41.163,4.6,mb,119,76,0.34,0.74,us,us6000i61v,2022-08-07T04:05:32.326Z,"100 km ESE of Yujing, Taiwan",earthquake,5.63,6.037,0.058,89,reviewed,us,us
2022-07-27T23:26:29.970Z,-23.1981,-175.4563,10,4.5,mb,21,138,8.151,0.83,us,us6000i8fr,2022-08-07T04:20:54.040Z,"212 km SSW of ‘Ohonua, Tonga",earthquake,11.25,1.828,0.171,10,reviewed,us,us
2022-07-27T22:41:00.746Z,17.1952,120.5564,10,4.5,mb,30,248,5.615,0.64,us,us6000i8fp,2022-08-09T23:56:16.040Z,"7 km ENE of Allangigan Primero, Philippines",earthquake,6.12,1.982,0.14,15,reviewed,us,us
2022-07-27T22:19:52.255Z,17.2996,120.7194,10,4.5,mb,49,118,5.971,0.95,us,us6000i8fm,2022-08-07T00:36:38.040Z,"12 km S of San Ramon, Philippines",earthquake,13.03,1.927,0.102,28,reviewed,us,us
2022-07-27T20:02:40.169Z,17.3065,120.9854,10,5,mb,72,73,5.484,1.15,us,us6000i60g,2022-08-09T20:41:50.963Z,"17 km WSW of Pasil, Philippines",earthquake,9.53,1.835,0.057,97,reviewed,us,us
2022-07-27T19:50:31.642Z,17.3334,120.7407,8.055,4.6,mb,31,138,5.466,0.99,us,us6000i8fj,2022-08-09T20:36:52.040Z,"9 km SSE of San Ramon, Philippines",earthquake,9.16,5.961,0.157,12,reviewed,us,us
2022-07-27T18:58:58.403Z,-22.1728,-68.5651,112,6.2,mww,115,31,0.731,1.13,us,us6000i5zi,2022-08-09T20:37:12.624Z,"48 km NE of Calama, Chile",earthquake,4.35,1.782,0.04,61,reviewed,us,us
2022-07-27T18:43:00.552Z,17.128,120.6711,10,4.9,mb,69,123,5.674,0.95,us,us6000i5zc,2022-08-09T20:18:10.823Z,"9 km ENE of Sigay, Philippines",earthquake,9.62,1.877,0.061,85,reviewed,us,us
2022-07-27T18:22:40.312Z,-23.338,-175.5326,10,4.8,mb,37,121,10.029,0.91,us,us6000i5z7,2022-08-09T18:03:10.040Z,"229 km SSW of ‘Ohonua, Tonga",earthquake,11.61,1.839,0.107,27,reviewed,us,us
2022-07-27T17:29:20.467Z,-27.0514,-176.4834,14,5.5,mww,99,56,10.549,0.79,us,us6000i5yp,2022-08-09T17:47:19.909Z,"Kermadec Islands region",earthquake,10.23,1.489,0.073,18,reviewed,us,us
2022-07-27T16:47:03.599Z,0.446,126.3819,48.019,4.7,mb,67,38,1.037,0.68,us,us6000i5yf,2022-08-08T23:54:10.040Z,"117 km WSW of Ternate, Indonesia",earthquake,6.29,6.399,0.063,77,reviewed,us,us
2022-07-27T16:16:46.863Z,-23.4873,-179.6836,535,5.7,mww,103,75,9.25,0.67,us,us6000i5y9,2022-08-09T00:16:12.788Z,"south of the Fiji Islands",earthquake,11.11,1.925,0.068,21,reviewed,us,us
2022-07-27T16:13:32.523Z,-19.0877,-174.3631,82.069,4.6,mb,31,162,5.714,0.69,us,us6000i8fi,2022-08-09T00:41:16.040Z,"62 km SW of Neiafu, Tonga",earthquake,8.98,7.8,0.129,18,reviewed,us,us
2022-07-27T12:42:51.477Z,-23.117,-175.1877,10,4.8,mb,24,134,6.593,1.14,us,us6000i8fe,2022-08-11T05:38:41.040Z,"199 km S of ‘Ohonua, Tonga",earthquake,11.58,1.888,0.134,18,reviewed,us,us
2022-07-27T12:17:48.966Z,17.4557,120.9767,9.916,4.5,mb,39,233,5.335,0.74,us,us6000i8f1,2022-08-11T05:07:27.040Z,"18 km WNW of Pasil, Philippines",earthquake,15.26,7.103,0.11,24,reviewed,us,us
2022-07-27T12:16:42.534Z,53.439,160.5087,45.041,4.5,mb,67,142,1.192,0.75,us,us6000i5w0,2022-08-11T05:00:10.040Z,"132 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,4.43,8.378,0.077,50,reviewed,us,us
2022-07-27T09:36:49.319Z,-18.7923,-173.8095,11.054,5.6,mww,82,131,5.231,0.86,us,us6000i5va,2022-08-10T07:11:53.397Z,"24 km SE of Neiafu, Tonga",earthquake,11.64,4.317,0.075,17,reviewed,us,us
2022-07-27T09:04:18.890Z,16.286,123.0881,10,5,mb,78,124,6.768,0.68,us,us6000i5v6,2022-08-10T06:29:44.224Z,"113 km SE of Dicabisagan, Philippines",earthquake,11.05,1.915,0.071,63,reviewed,us,us
2022-07-27T07:38:22.581Z,17.4253,120.8393,10,5.2,mb,80,109,5.369,0.49,us,us6000i5us,2022-07-27T07:58:09.584Z,"8 km E of Bantay, Philippines",earthquake,9.1,1.9,0.049,139,reviewed,us,us
2022-07-27T04:40:15.972Z,-23.4605,-179.8437,475.658,4.5,mb,22,122,14.579,0.65,us,us6000i8ep,2022-08-08T04:26:24.040Z,"south of the Fiji Islands",earthquake,9.87,8.903,0.136,16,reviewed,us,us
2022-07-27T04:28:14.180Z,18.8496666666667,-155.236,10.64,4.62,ml,53,262,,0.15,hv,hv73089052,2022-08-08T04:03:17.237Z,"43 km ESE of Naalehu, Hawaii",earthquake,0.67,0.69,0.138271422396461,45,reviewed,hv,hv
2022-07-27T03:39:50.413Z,13.0562,124.6071,47.175,4.6,mb,25,128,6.025,0.8,us,us6000i8em,2022-08-08T02:35:00.040Z,"48 km NNE of Biri, Philippines",earthquake,13.45,8.35,0.151,13,reviewed,us,us
2022-07-27T03:28:37.355Z,17.3897,121.0016,10,4.8,mb,89,114,5.401,0.92,us,us6000i5sx,2022-08-08T02:22:51.040Z,"14 km W of Pasil, Philippines",earthquake,10.01,1.82,0.067,69,reviewed,us,us
2022-07-27T03:14:51.016Z,17.355,120.781,10,4.7,mb,84,106,5.442,0.76,us,us6000i5su,2022-08-08T02:17:45.040Z,"9 km SSE of Bantay, Philippines",earthquake,11.18,1.855,0.067,68,reviewed,us,us
2022-07-27T02:50:55.281Z,17.3646,120.7931,10,4.7,mb,93,114,5.432,0.57,us,us6000i5sq,2022-08-06T04:26:41.040Z,"8 km SSE of Bantay, Philippines",earthquake,11.41,1.882,0.064,73,reviewed,us,us
2022-07-27T01:49:52.143Z,-24.3406,-179.7334,496.081,5,mb,142,40,5.162,0.65,us,us6000i5si,2022-08-06T03:40:20.040Z,"south of the Fiji Islands",earthquake,10.18,5.119,0.054,110,reviewed,us,us
2022-07-27T01:29:04.584Z,17.4223,120.7906,10,4.9,mb,102,101,5.375,0.53,us,us6000i5sd,2022-08-06T03:07:36.040Z,"3 km ESE of Bantay, Philippines",earthquake,10.16,1.865,0.061,83,reviewed,us,us
2022-07-27T00:43:28.277Z,17.5448,120.8099,46,7,mww,167,21,5.252,0.63,us,us6000i5rd,2022-08-12T11:41:16.527Z,"13 km NNE of Bantay, Philippines",earthquake,7.72,1.872,0.044,50,reviewed,us,us
2022-07-27T00:17:00.458Z,-3.2562,-12.5826,10,4.5,mb,19,116,4.971,0.57,us,us6000i8eq,2022-08-08T23:41:20.040Z,"north of Ascension Island",earthquake,12.85,1.893,0.163,11,reviewed,us,us
2022-07-27T00:04:33.981Z,-6.9931,156.0104,121.345,4.9,mb,83,63,4.592,0.54,us,us6000i5r2,2022-08-08T23:23:41.040Z,"94 km SE of Panguna, Papua New Guinea",earthquake,7.73,6.003,0.057,98,reviewed,us,us
2022-07-26T22:34:41.135Z,-20.887,-178.8313,609.382,4.7,mb,108,116,4.293,0.72,us,us6000i5qg,2022-08-08T23:02:56.040Z,"Fiji region",earthquake,12.5,6.228,0.036,238,reviewed,us,us
2022-07-26T21:44:05.433Z,11.8359,-43.694,10,4.6,mb,39,138,11.089,0.54,us,us6000i8cj,2022-08-08T22:36:49.040Z,"northern Mid-Atlantic Ridge",earthquake,12.52,1.926,0.087,40,reviewed,us,us
2022-07-26T20:37:19.092Z,36.4418,70.5552,216.39,4.9,mb,88,62,0.682,0.62,us,us6000i5pp,2022-07-26T22:33:00.359Z,"53 km SSW of Jurm, Afghanistan",earthquake,7.7,5.1,0.036,245,reviewed,us,us
2022-07-26T20:21:27.982Z,-9.549,117.9054,61.39,4.5,mb,26,101,0.728,0.67,us,us6000i5pi,2022-07-26T21:03:00.040Z,"127 km SSW of Dompu, Indonesia",earthquake,7.9,7.6,0.15,15,reviewed,us,us
2022-07-26T15:13:43.440Z,23.5693,93.2709,42.7,4.6,mb,72,56,1.742,0.57,us,us7000htji,2022-08-07T19:02:30.852Z,"25 km NE of Khawhai, India",earthquake,7.89,6.553,0.074,57,reviewed,us,us
2022-07-26T10:47:15.477Z,-6.1205,147.8845,62.81,4.9,mb,55,54,4.673,0.59,us,us7000htii,2022-07-26T11:06:45.040Z,"48 km N of Finschhafen, Papua New Guinea",earthquake,7.7,7.9,0.081,48,reviewed,us,us
2022-07-26T10:30:53.059Z,-37.8314,178.6579,49.33,5,mww,60,118,0.387,0.76,us,us7000htid,2022-07-27T10:34:43.461Z,"107 km NNE of Gisborne, New Zealand",earthquake,6.1,3.4,0.071,19,reviewed,us,us
2022-07-26T09:34:06.300Z,15.1722,59.469,10,5,mb,106,50,10.194,0.48,us,us7000hti9,2022-07-26T09:53:21.040Z,"Owen Fracture Zone region",earthquake,8.3,1.9,0.051,125,reviewed,us,us
2022-07-26T06:56:41.150Z,-36.1961,-99.894,10,4.6,mb,39,80,12.093,0.71,us,us6000i8c1,2022-08-12T05:35:46.040Z,"southeast of Easter Island",earthquake,7.7,1.877,0.092,35,reviewed,us,us
2022-07-26T05:46:22.182Z,51.6926,-131.1905,10,4.7,mb,76,143,0.601,0.6,us,us7000hth5,2022-08-12T11:57:37.829Z,"297 km S of Prince Rupert, Canada",earthquake,3.41,1.883,0.03,340,reviewed,us,us
2022-07-26T05:32:29.883Z,-61.9093,162.5107,10,4.9,mb,24,87,7.664,0.32,us,us6000i8bz,2022-08-08T09:51:30.040Z,"Balleny Islands region",earthquake,8.43,1.864,0.119,22,reviewed,us,us
2022-07-26T04:19:37.116Z,2.8564,126.7207,53.678,4.6,mb,57,103,2.169,0.78,us,us7000htgy,2022-08-08T02:01:35.040Z,"190 km NW of Tobelo, Indonesia",earthquake,3.23,7.212,0.098,31,reviewed,us,us
2022-07-26T02:13:24.717Z,27.9932,142.901,10,4.8,mb,73,106,1.097,0.75,us,us7000htgj,2022-08-08T01:20:34.040Z,"Bonin Islands, Japan region",earthquake,8.12,1.829,0.049,128,reviewed,us,us
2022-07-25T20:36:23.950Z,9.4892,-40.4804,10,4.6,mb,46,39,12.824,0.53,us,us6000i82p,2022-08-07T15:50:53.040Z,"central Mid-Atlantic Ridge",earthquake,9.08,1.85,0.08,49,reviewed,us,us
2022-07-25T16:52:47.497Z,-31.2139,-177.7274,10,4.7,mb,48,133,8.211,1.01,us,us7000htdi,2022-08-04T19:38:33.240Z,"Kermadec Islands region",earthquake,10.71,1.831,0.112,27,reviewed,us,us
2022-07-25T15:55:14.802Z,26.8543,55.1598,10,4.8,mb,108,37,2.121,0.55,us,us7000htc5,2022-08-04T19:25:58.832Z,"43 km NE of Bandar-e Lengeh, Iran",earthquake,7.69,1.784,0.056,102,reviewed,us,us
2022-07-25T15:11:16.116Z,-60.5438,-26.2495,10,4.8,mb,31,64,8.354,0.5,us,us7000htc0,2022-08-04T19:05:18.040Z,"South Sandwich Islands region",earthquake,10.66,1.826,0.128,21,reviewed,us,us
2022-07-25T14:44:46.711Z,26.7772,126.42,10,5.1,mb,56,77,1.657,0.64,us,us7000htbs,2022-08-04T19:02:06.040Z,"140 km WNW of Naha, Japan",earthquake,7.09,1.789,0.054,114,reviewed,us,us
2022-07-25T14:43:44.756Z,18.6798,147.852,10,4.7,mb,60,130,5.817,0.44,us,us6000i82h,2022-08-04T18:57:32.040Z,"Mariana Islands region",earthquake,11.01,1.84,0.085,42,reviewed,us,us
2022-07-25T14:41:03.558Z,26.7016,126.4579,10,5.1,mww,66,52,1.628,0.89,us,us7000htbq,2022-08-04T18:41:57.040Z,"133 km WNW of Naha, Japan",earthquake,7.37,1.824,0.071,19,reviewed,us,us
2022-07-25T13:56:15.864Z,71.5268,-3.1347,10,4.5,mb,76,73,1.819,0.78,us,us7000htbh,2022-08-04T18:35:19.040Z,"211 km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.24,1.868,0.077,51,reviewed,us,us
2022-07-25T13:39:33.813Z,28.1769,55.291,10,4.6,mb,68,49,3.321,0.51,us,us7000htbd,2022-08-04T18:28:41.040Z,"97 km SE of Dārāb, Iran",earthquake,7.84,1.858,0.078,49,reviewed,us,us
2022-07-25T13:33:28.740Z,0.6778,-77.8299,2.966,5.7,mww,81,73,0.057,0.39,us,us7000htbb,2022-08-04T18:29:17.754Z,"9 km N of San Gabriel, Ecuador",earthquake,2.46,3.216,0.045,47,reviewed,us,us
2022-07-25T10:45:27.587Z,-14.262,-13.8135,10,5.2,mb,65,55,22.616,0.43,us,us7000htag,2022-07-25T11:03:40.040Z,"southern Mid-Atlantic Ridge",earthquake,11.7,1.9,0.042,185,reviewed,us,us
2022-07-25T10:42:00.349Z,-20.0973,-68.9038,118.09,4.5,mb,42,56,0.506,0.7,us,us7000htaf,2022-07-25T11:03:50.356Z,"130 km E of Iquique, Chile",earthquake,5.5,4.8,0.085,40,reviewed,us,us
2022-07-25T09:13:18.383Z,43.9345,148.8841,10,4.6,mb,61,172,4.54,0.38,us,us7000hta6,2022-07-25T09:32:46.040Z,"164 km SSE of Kuril’sk, Russia",earthquake,6.4,1.9,0.078,49,reviewed,us,us
2022-07-25T05:46:29.653Z,44.7133,148.4255,110.89,4.6,mb,120,132,4.22,0.46,us,us7000ht9a,2022-07-25T06:43:37.040Z,"71 km SE of Kuril’sk, Russia",earthquake,8.8,7.4,0.03,342,reviewed,us,us
2022-07-25T05:37:14.425Z,-60.7532,-28.4147,10,4.5,mb,41,185,7.802,0.54,us,us7000ht97,2022-07-25T06:06:48.040Z,"South Sandwich Islands region",earthquake,7.5,1.9,0.09,36,reviewed,us,us
2022-07-25T05:13:40.946Z,-19.8893,-177.1426,537.31,4.5,mb,22,176,5.025,0.56,us,us7000ht99,2022-07-25T07:15:11.040Z,"245 km NW of Haveluloto, Tonga",earthquake,14.9,10.4,0.14,15,reviewed,us,us
2022-07-25T04:39:17.782Z,17.0308,147.2512,35,4.6,mb,77,100,4.122,0.65,us,us7000ht8x,2022-08-04T23:41:59.040Z,"257 km NE of Saipan, Northern Mariana Islands",earthquake,8.33,1.566,0.064,72,reviewed,us,us
2022-07-25T01:09:49.667Z,-33.8818,-179.5486,66.487,5.1,mb,82,57,4.066,0.85,us,us7000ht8a,2022-08-04T21:56:41.040Z,"south of the Kermadec Islands",earthquake,10.7,4.769,0.058,96,reviewed,us,us
2022-07-24T21:45:48.492Z,11.7407,125.6791,35,4.7,mb,51,135,4.642,0.81,us,us7000ht7b,2022-08-04T01:00:31.040Z,"24 km E of San Julian, Philippines",earthquake,11.16,1.874,0.07,63,reviewed,us,us
2022-07-24T19:30:51.497Z,-14.8616,167.4238,128.89,5,mb,54,63,0.619,0.93,us,us7000ht6g,2022-07-24T19:49:08.040Z,"42 km ENE of Port-Olry, Vanuatu",earthquake,10.4,5.6,0.068,70,reviewed,us,us
2022-07-24T19:04:21.893Z,-58.7044,-25.2744,36.485,5,mww,96,46,7.621,0.78,us,us7000ht5t,2022-08-06T17:40:03.040Z,"South Sandwich Islands region",earthquake,10.21,4.319,0.098,10,reviewed,us,us
